client_reference,full_customer_name,contact_email,transaction_ref,item_reference,transaction_date,amount_paid,payment_status,delivery_status,customer_segment,region,product_line,quantity_ordered,unit_cost,total_value,discount_applied,shipping_fee,tax_amount,notes_comments,last_modified_timestamp
CLI_0359,John Smith,reconcile116@test.com,TXN_00940,ITM_184,5/21/2023,1047.27,PENDING,IN_TRANSIT,STANDARD,SOUTH,ELECTRONICS,1,16.92,322.17,74.17,23.95,30.58,Additional processing required,2023-01-08T18:30:00.000Z
CLI_0304,Jane Doe,reconcile117@test.com,TXN_00145,ITM_038,3/27/2023,316.43,COMPLETED,PENDING,VIP,EAST,ELECTRONICS,3,29.56,509.33,2.52,10.11,52.32,Additional processing required,2023-06-12T18:30:00.000Z
CLI_0473,Jane Doe,reconcile118@test.com,TXN_00079,ITM_031,1/5/2023,474.15,COMPLETED,DELIVERED,VIP,EAST,BOOKS,5,146.52,314.01,30.72,23.05,62.10,,2023-09-30T18:30:00.000Z
CLI_0053,Jane Doe,reconcile119@test.com,TXN_00772,ITM_147,3/27/2023,156.12,FAILED,PENDING,VIP,EAST,HOME,10,201.93,852.68,27.53,18.90,43.16,,2023-04-07T18:30:00.000Z
CLI_0057,Jane Doe,reconcile120@test.com,TXN_00225,ITM_181,7/2/2023,156.21,PENDING,DELIVERED,VIP,EAST,BOOKS,7,78.51,627.38,4.35,14.73,32.57,Additional processing required,2023-03-24T18:30:00.000Z
CLI_0154,Bob Wilson,reconcile121@test.com,TXN_00722,ITM_044,10/10/2023,668.78,COMPLETED,IN_TRANSIT,VIP,SOUTH,ELECTRONICS,9,34.11,454.38,7.88,28.79,58.93,Additional processing required,2023-08-16T18:30:00.000Z
CLI_0199,Jane Doe,reconcile122@test.com,TXN_00918,ITM_133,5/7/2023,172.39,COMPLETED,DELIVERED,VIP,EAST,BOOKS,5,110.09,305.99,17.34,19.96,48.39,,2023-04-16T18:30:00.000Z
CLI_0321,John Smith,reconcile123@test.com,TXN_00317,ITM_088,8/2/2023,808.48,COMPLETED,IN_TRANSIT,STANDARD,EAST,HOME,10,237.29,358.31,74.64,15.53,55.62,,2023-12-18T18:30:00.000Z
CLI_0408,Alice Johnson,reconcile124@test.com,TXN_00015,ITM_154,7/7/2023,872.01,PENDING,PENDING,STANDARD,EAST,ELECTRONICS,4,23.01,298.42,40.39,10.01,49.08,Additional processing required,2023-12-19T18:30:00.000Z
CLI_0460,Bob Wilson,reconcile125@test.com,TXN_00182,ITM_096,1/25/2023,807.65,FAILED,DELIVERED,STANDARD,SOUTH,HOME,7,179.54,412.83,39.05,5.97,49.23,Additional processing required,2023-07-01T18:30:00.000Z
CLI_0403,Jane Doe,reconcile126@test.com,TXN_01000,ITM_079,2/24/2023,300.33,FAILED,IN_TRANSIT,STANDARD,WEST,BOOKS,2,93.47,283.36,46.36,19.90,30.74,,2023-12-26T18:30:00.000Z
CLI_0020,Alice Johnson,reconcile127@test.com,TXN_00941,ITM_158,2/15/2023,735.00,PENDING,IN_TRANSIT,STANDARD,EAST,ELECTRONICS,9,111.96,158.47,5.96,18.28,41.54,,2023-10-31T18:30:00.000Z
CLI_0310,John Smith,reconcile128@test.com,TXN_00754,ITM_053,9/5/2023,269.72,FAILED,PENDING,STANDARD,EAST,ELECTRONICS,5,195.59,415.34,98.77,7.12,60.96,,2023-07-25T18:30:00.000Z
CLI_0212,Bob Wilson,reconcile129@test.com,TXN_00743,ITM_134,11/20/2023,526.70,COMPLETED,IN_TRANSIT,PREMIUM,EAST,HOME,4,235.30,725.12,76.74,20.95,9.23,,2023-04-19T18:30:00.000Z
CLI_0119,Bob Wilson,reconcile130@test.com,TXN_00939,ITM_097,1/5/2023,71.59,PENDING,DELIVERED,VIP,WEST,BOOKS,2,57.14,177.61,28.31,12.04,54.06,Additional processing required,2023-11-17T18:30:00.000Z
CLI_0227,John Smith,reconcile131@test.com,TXN_00529,ITM_192,4/12/2023,712.91,COMPLETED,DELIVERED,PREMIUM,WEST,ELECTRONICS,1,32.58,807.09,3.47,8.62,10.40,,2023-02-05T18:30:00.000Z
CLI_0418,John Smith,reconcile132@test.com,TXN_00231,ITM_091,3/5/2023,505.41,PENDING,IN_TRANSIT,STANDARD,EAST,FASHION,6,158.74,425.06,95.21,29.06,61.32,,2023-07-09T18:30:00.000Z
CLI_0273,Alice Johnson,reconcile133@test.com,TXN_00370,ITM_193,4/4/2023,746.14,PENDING,DELIVERED,PREMIUM,NORTH,HOME,3,72.93,874.39,58.24,12.97,49.39,,2023-06-05T18:30:00.000Z
CLI_0361,John Smith,reconcile134@test.com,TXN_00883,ITM_006,2/25/2023,570.20,COMPLETED,DELIVERED,PREMIUM,SOUTH,BOOKS,5,17.10,784.67,95.78,19.40,59.90,,2023-07-01T18:30:00.000Z
CLI_0227,Alice Johnson,reconcile135@test.com,TXN_00375,ITM_130,5/12/2023,554.66,COMPLETED,PENDING,STANDARD,SOUTH,ELECTRONICS,5,49.16,344.20,23.93,8.49,42.77,Additional processing required,2023-01-03T18:30:00.000Z
CLI_0123,John Smith,reconcile136@test.com,TXN_00197,ITM_008,10/28/2023,186.69,PENDING,DELIVERED,PREMIUM,NORTH,BOOKS,6,268.83,738.83,23.72,29.07,43.30,Additional processing required,2023-11-07T18:30:00.000Z
CLI_0137,Alice Johnson,reconcile137@test.com,TXN_00994,ITM_045,12/9/2023,160.30,FAILED,PENDING,PREMIUM,WEST,ELECTRONICS,10,283.39,710.73,14.37,9.33,64.85,,2023-03-18T18:30:00.000Z
CLI_0273,Bob Wilson,reconcile138@test.com,TXN_01000,ITM_081,3/14/2023,606.43,PENDING,DELIVERED,PREMIUM,WEST,ELECTRONICS,9,217.88,778.25,19.92,18.33,32.91,,2023-06-30T18:30:00.000Z
CLI_0486,Alice Johnson,reconcile139@test.com,TXN_00349,ITM_035,3/6/2023,383.41,COMPLETED,DELIVERED,PREMIUM,EAST,BOOKS,5,222.99,613.11,8.91,9.82,18.04,,2023-09-22T18:30:00.000Z
CLI_0342,Jane Doe,reconcile140@test.com,TXN_00082,ITM_039,3/25/2023,750.86,FAILED,DELIVERED,VIP,SOUTH,FASHION,2,34.79,854.47,55.96,13.47,49.01,,2023-07-03T18:30:00.000Z
CLI_0213,Jane Doe,reconcile141@test.com,TXN_00021,ITM_017,10/3/2023,799.84,FAILED,IN_TRANSIT,VIP,EAST,BOOKS,5,198.88,135.67,74.36,20.69,40.33,,2023-03-07T18:30:00.000Z
CLI_0193,Jane Doe,reconcile142@test.com,TXN_00473,ITM_020,12/19/2023,807.96,PENDING,IN_TRANSIT,PREMIUM,WEST,FASHION,2,101.84,658.59,91.71,17.29,51.49,,2023-08-01T18:30:00.000Z
CLI_0150,John Smith,reconcile143@test.com,TXN_00240,ITM_173,9/15/2023,637.38,FAILED,IN_TRANSIT,STANDARD,SOUTH,HOME,1,150.41,153.86,60.94,22.06,63.00,Additional processing required,2023-12-21T18:30:00.000Z
CLI_0041,John Smith,reconcile144@test.com,TXN_00700,ITM_014,12/28/2023,1016.59,PENDING,PENDING,VIP,SOUTH,BOOKS,3,299.04,835.19,72.45,29.38,43.96,,2023-03-23T18:30:00.000Z
CLI_0243,Bob Wilson,reconcile145@test.com,TXN_00137,ITM_106,8/27/2023,515.91,COMPLETED,PENDING,PREMIUM,NORTH,FASHION,8,254.05,441.55,8.21,29.16,32.75,,2023-03-25T18:30:00.000Z
CLI_0150,John Smith,reconcile146@test.com,TXN_00477,ITM_022,6/23/2023,309.76,PENDING,DELIVERED,PREMIUM,WEST,FASHION,1,234.82,180.56,38.69,10.16,5.95,Additional processing required,2023-07-17T18:30:00.000Z
CLI_0030,John Smith,reconcile147@test.com,TXN_00992,ITM_016,1/21/2023,66.60,FAILED,PENDING,STANDARD,EAST,HOME,2,148.18,535.28,37.41,10.16,42.30,,2023-04-12T18:30:00.000Z
CLI_0054,John Smith,reconcile148@test.com,TXN_00004,ITM_121,5/24/2023,541.41,PENDING,DELIVERED,VIP,WEST,BOOKS,1,62.97,438.91,97.51,28.78,52.26,,2023-10-21T18:30:00.000Z
CLI_0041,Jane Doe,reconcile149@test.com,TXN_00991,ITM_012,7/23/2023,486.97,PENDING,PENDING,PREMIUM,WEST,HOME,7,49.10,106.23,50.31,13.79,29.68,,2023-06-23T18:30:00.000Z
CLI_0277,Bob Wilson,reconcile150@test.com,TXN_00277,ITM_001,10/1/2023,357.85,COMPLETED,IN_TRANSIT,VIP,SOUTH,BOOKS,2,123.63,241.06,99.20,23.78,39.53,,2023-01-31T18:30:00.000Z
CLI_0300,John Smith,reconcile151@test.com,TXN_00961,ITM_100,6/8/2023,786.33,PENDING,PENDING,PREMIUM,SOUTH,HOME,2,304.31,713.76,64.26,13.50,48.70,Additional processing required,2023-08-06T18:30:00.000Z
CLI_0358,John Smith,reconcile152@test.com,TXN_00949,ITM_076,6/6/2023,70.85,FAILED,DELIVERED,VIP,NORTH,BOOKS,10,67.66,462.77,56.20,7.44,34.50,,2023-01-12T18:30:00.000Z
CLI_0201,Jane Doe,reconcile153@test.com,TXN_00674,ITM_013,6/1/2023,437.30,FAILED,DELIVERED,VIP,EAST,BOOKS,6,140.09,667.83,77.10,17.41,5.61,,2023-03-11T18:30:00.000Z
CLI_0276,Jane Doe,reconcile154@test.com,TXN_00360,ITM_144,6/5/2023,689.48,COMPLETED,IN_TRANSIT,STANDARD,SOUTH,BOOKS,7,75.66,540.82,55.46,22.24,52.48,Additional processing required,2023-07-03T18:30:00.000Z
CLI_0270,Jane Doe,reconcile155@test.com,TXN_00229,ITM_096,11/18/2023,148.32,COMPLETED,DELIVERED,STANDARD,WEST,HOME,1,286.58,637.17,13.67,26.92,7.33,Additional processing required,2023-02-24T18:30:00.000Z
CLI_0097,Alice Johnson,reconcile156@test.com,TXN_00735,ITM_084,8/11/2023,828.98,FAILED,PENDING,PREMIUM,NORTH,ELECTRONICS,9,59.94,767.43,97.93,10.48,8.19,,2023-09-02T18:30:00.000Z
CLI_0384,Alice Johnson,reconcile157@test.com,TXN_00245,ITM_077,8/20/2023,820.95,FAILED,DELIVERED,PREMIUM,EAST,HOME,2,114.56,500.87,25.15,7.81,21.05,,2023-07-21T18:30:00.000Z
CLI_0014,Jane Doe,reconcile158@test.com,TXN_00733,ITM_195,3/15/2023,556.60,COMPLETED,DELIVERED,PREMIUM,SOUTH,BOOKS,9,223.30,432.82,8.49,23.22,45.19,,2023-02-06T18:30:00.000Z
CLI_0138,Alice Johnson,reconcile159@test.com,TXN_00546,ITM_156,1/6/2023,925.55,FAILED,IN_TRANSIT,VIP,WEST,ELECTRONICS,8,32.62,715.24,53.14,7.21,31.61,,2023-02-14T18:30:00.000Z
CLI_0277,John Smith,reconcile160@test.com,TXN_00729,ITM_008,10/18/2023,207.57,COMPLETED,IN_TRANSIT,STANDARD,WEST,FASHION,1,248.82,238.22,6.94,28.18,63.33,,2023-08-11T18:30:00.000Z
CLI_0305,John Smith,reconcile161@test.com,TXN_00529,ITM_129,9/6/2023,161.60,COMPLETED,PENDING,STANDARD,WEST,BOOKS,6,104.99,546.79,45.71,22.92,20.73,,2023-02-25T18:30:00.000Z
CLI_0234,John Smith,reconcile162@test.com,TXN_00949,ITM_056,6/26/2023,475.18,PENDING,DELIVERED,VIP,WEST,BOOKS,6,203.99,444.25,80.68,28.43,45.80,Additional processing required,2023-05-02T18:30:00.000Z
CLI_0376,Bob Wilson,reconcile163@test.com,TXN_00087,ITM_051,5/6/2023,761.07,FAILED,PENDING,STANDARD,NORTH,ELECTRONICS,7,205.00,815.84,50.64,10.81,45.51,,2023-06-21T18:30:00.000Z
CLI_0481,Jane Doe,reconcile164@test.com,TXN_00410,ITM_175,12/20/2023,639.47,PENDING,IN_TRANSIT,PREMIUM,EAST,ELECTRONICS,3,254.35,479.38,67.19,18.34,42.53,,2023-08-11T18:30:00.000Z
CLI_0124,Jane Doe,reconcile165@test.com,TXN_00793,ITM_122,7/17/2023,133.10,PENDING,IN_TRANSIT,VIP,EAST,BOOKS,9,35.84,271.24,59.89,12.14,13.60,,2023-08-18T18:30:00.000Z
CLI_0423,Jane Doe,reconcile166@test.com,TXN_00125,ITM_001,9/3/2023,560.73,PENDING,IN_TRANSIT,STANDARD,EAST,HOME,2,147.56,113.23,72.00,9.56,55.04,Additional processing required,2023-10-31T18:30:00.000Z
CLI_0392,John Smith,reconcile167@test.com,TXN_00404,ITM_007,6/23/2023,794.99,FAILED,DELIVERED,PREMIUM,SOUTH,FASHION,10,284.99,118.28,76.90,5.24,52.80,,2023-05-16T18:30:00.000Z
CLI_0201,Alice Johnson,reconcile168@test.com,TXN_00905,ITM_185,5/24/2023,1025.54,FAILED,PENDING,PREMIUM,EAST,BOOKS,1,299.65,657.58,73.60,12.13,46.12,,2023-11-14T18:30:00.000Z
CLI_0453,John Smith,reconcile169@test.com,TXN_00730,ITM_127,6/8/2023,137.19,PENDING,PENDING,PREMIUM,SOUTH,ELECTRONICS,1,106.98,560.34,61.77,16.37,40.22,,2023-09-26T18:30:00.000Z
CLI_0434,Alice Johnson,reconcile170@test.com,TXN_00845,ITM_076,6/23/2023,821.01,PENDING,PENDING,VIP,WEST,ELECTRONICS,2,100.70,278.24,37.63,26.70,40.45,,2023-06-26T18:30:00.000Z
CLI_0258,John Smith,reconcile171@test.com,TXN_00096,ITM_118,6/12/2023,636.89,PENDING,DELIVERED,VIP,EAST,FASHION,9,147.49,894.75,3.37,8.22,44.36,,2023-10-23T18:30:00.000Z
CLI_0186,John Smith,reconcile172@test.com,TXN_00728,ITM_114,11/27/2023,974.56,PENDING,PENDING,STANDARD,WEST,HOME,7,217.67,754.83,87.16,16.27,33.34,Additional processing required,2023-12-16T18:30:00.000Z
CLI_0440,Alice Johnson,reconcile173@test.com,TXN_00215,ITM_030,5/25/2023,652.70,COMPLETED,DELIVERED,STANDARD,WEST,HOME,5,134.10,730.74,35.16,13.14,13.62,,2023-02-08T18:30:00.000Z
CLI_0373,Jane Doe,reconcile174@test.com,TXN_00312,ITM_050,7/20/2023,63.33,COMPLETED,DELIVERED,STANDARD,NORTH,HOME,7,201.93,468.08,40.90,8.22,14.35,Additional processing required,2023-09-08T18:30:00.000Z
CLI_0490,Alice Johnson,reconcile175@test.com,TXN_00791,ITM_087,11/25/2023,381.63,PENDING,PENDING,STANDARD,WEST,HOME,10,74.04,783.08,27.76,22.25,48.20,,2023-02-28T18:30:00.000Z
CLI_0125,Jane Doe,reconcile176@test.com,TXN_00966,ITM_102,2/18/2023,121.42,FAILED,DELIVERED,STANDARD,EAST,ELECTRONICS,8,75.27,507.03,13.63,18.23,42.42,Additional processing required,2023-03-06T18:30:00.000Z
CLI_0164,Bob Wilson,reconcile177@test.com,TXN_00111,ITM_122,10/9/2023,486.65,FAILED,PENDING,STANDARD,SOUTH,BOOKS,5,72.02,127.74,49.25,6.48,42.90,Additional processing required,2023-05-04T18:30:00.000Z
CLI_0199,Bob Wilson,reconcile178@test.com,TXN_00137,ITM_008,10/27/2023,817.95,PENDING,DELIVERED,STANDARD,WEST,ELECTRONICS,2,53.11,720.77,55.46,5.43,8.91,,2023-03-23T18:30:00.000Z
CLI_0024,Jane Doe,reconcile179@test.com,TXN_00957,ITM_068,12/25/2023,953.22,FAILED,DELIVERED,STANDARD,NORTH,BOOKS,10,54.46,442.61,73.31,14.59,39.55,Additional processing required,2023-02-24T18:30:00.000Z
CLI_0178,Bob Wilson,reconcile180@test.com,TXN_00989,ITM_051,9/12/2023,753.27,PENDING,DELIVERED,STANDARD,EAST,HOME,5,74.47,270.97,12.30,10.57,49.99,Additional processing required,2023-09-09T18:30:00.000Z
CLI_0247,John Smith,reconcile181@test.com,TXN_00350,ITM_130,12/9/2023,109.33,COMPLETED,IN_TRANSIT,STANDARD,WEST,FASHION,2,42.26,539.92,44.80,29.73,8.98,,2023-11-23T18:30:00.000Z
CLI_0176,Bob Wilson,reconcile182@test.com,TXN_00246,ITM_021,8/10/2023,881.20,FAILED,IN_TRANSIT,PREMIUM,WEST,BOOKS,8,297.29,533.51,42.33,12.14,23.08,,2023-11-26T18:30:00.000Z
CLI_0384,Alice Johnson,reconcile183@test.com,TXN_00676,ITM_128,7/27/2023,798.45,FAILED,PENDING,VIP,SOUTH,BOOKS,2,108.46,182.87,61.19,19.25,19.50,Additional processing required,2023-11-08T18:30:00.000Z
CLI_0347,Alice Johnson,reconcile184@test.com,TXN_00482,ITM_141,8/13/2023,111.19,FAILED,IN_TRANSIT,PREMIUM,WEST,BOOKS,1,153.57,500.21,68.89,15.05,42.38,,2023-08-22T18:30:00.000Z
CLI_0149,Bob Wilson,reconcile185@test.com,TXN_00239,ITM_116,6/13/2023,811.00,PENDING,IN_TRANSIT,PREMIUM,WEST,FASHION,9,307.32,491.79,90.44,11.46,58.59,Additional processing required,2023-03-11T18:30:00.000Z
CLI_0353,John Smith,reconcile186@test.com,TXN_00942,ITM_033,1/28/2023,495.40,FAILED,DELIVERED,VIP,WEST,ELECTRONICS,2,267.13,535.72,8.65,19.49,55.03,Additional processing required,2023-05-15T18:30:00.000Z
CLI_0078,Alice Johnson,reconcile187@test.com,TXN_00417,ITM_015,10/15/2023,439.63,COMPLETED,PENDING,PREMIUM,SOUTH,ELECTRONICS,9,287.59,212.32,15.09,8.87,14.27,,2023-02-05T18:30:00.000Z
CLI_0206,Alice Johnson,reconcile188@test.com,TXN_00396,ITM_134,3/6/2023,829.03,COMPLETED,DELIVERED,VIP,EAST,HOME,3,49.68,615.48,63.48,11.22,32.63,,2023-09-05T18:30:00.000Z
CLI_0444,Alice Johnson,reconcile189@test.com,TXN_00064,ITM_034,2/4/2023,173.54,FAILED,PENDING,STANDARD,WEST,HOME,7,47.43,301.99,75.16,23.62,14.45,,2023-03-31T18:30:00.000Z
CLI_0156,Alice Johnson,reconcile190@test.com,TXN_00893,ITM_028,4/18/2023,260.74,COMPLETED,IN_TRANSIT,PREMIUM,SOUTH,FASHION,5,39.69,208.83,22.11,15.46,44.76,Additional processing required,2023-08-18T18:30:00.000Z
CLI_0189,Bob Wilson,reconcile191@test.com,TXN_00528,ITM_125,1/26/2023,942.04,COMPLETED,IN_TRANSIT,STANDARD,EAST,HOME,10,303.66,802.08,22.63,7.72,28.34,,2023-12-02T18:30:00.000Z
CLI_0168,John Smith,reconcile192@test.com,TXN_00285,ITM_100,3/4/2023,241.18,FAILED,DELIVERED,PREMIUM,NORTH,ELECTRONICS,10,173.17,469.37,15.15,6.25,59.67,,2023-11-19T18:30:00.000Z
CLI_0277,John Smith,reconcile193@test.com,TXN_00314,ITM_169,6/17/2023,145.61,COMPLETED,IN_TRANSIT,STANDARD,EAST,HOME,6,142.24,112.59,34.63,5.87,45.42,Additional processing required,2023-09-21T18:30:00.000Z
CLI_0315,Jane Doe,reconcile194@test.com,TXN_00700,ITM_166,8/1/2023,1048.16,COMPLETED,DELIVERED,PREMIUM,WEST,ELECTRONICS,9,75.88,264.81,7.28,6.37,54.04,,2023-04-20T18:30:00.000Z
CLI_0100,Jane Doe,reconcile195@test.com,TXN_00779,ITM_072,11/28/2023,192.44,PENDING,PENDING,VIP,SOUTH,HOME,3,246.33,337.70,17.96,25.66,23.69,,2023-10-16T18:30:00.000Z
CLI_0001,Bob Wilson,reconcile196@test.com,TXN_00063,ITM_142,2/16/2023,884.88,COMPLETED,IN_TRANSIT,VIP,SOUTH,FASHION,1,238.61,491.56,96.10,18.57,15.79,Additional processing required,2023-08-09T18:30:00.000Z
CLI_0201,John Smith,reconcile197@test.com,TXN_00202,ITM_158,11/4/2023,544.24,COMPLETED,PENDING,PREMIUM,NORTH,ELECTRONICS,7,240.59,205.69,5.61,22.90,42.06,Additional processing required,2023-11-07T18:30:00.000Z
CLI_0073,Jane Doe,reconcile198@test.com,TXN_00295,ITM_102,1/23/2023,640.28,FAILED,PENDING,STANDARD,SOUTH,ELECTRONICS,4,201.25,849.75,91.50,28.93,60.57,Additional processing required,2023-01-07T18:30:00.000Z
CLI_0144,Jane Doe,reconcile199@test.com,TXN_00571,ITM_103,5/15/2023,801.19,FAILED,IN_TRANSIT,STANDARD,NORTH,ELECTRONICS,3,156.17,661.26,20.67,24.56,51.92,Additional processing required,2023-09-22T18:30:00.000Z
CLI_0400,Alice Johnson,reconcile200@test.com,TXN_00306,ITM_113,4/21/2023,723.18,FAILED,PENDING,STANDARD,SOUTH,FASHION,4,150.38,263.93,96.98,22.97,43.51,,2023-02-06T18:30:00.000Z
CLI_0286,Alice Johnson,reconcile201@test.com,TXN_00738,ITM_021,2/18/2023,545.96,FAILED,IN_TRANSIT,STANDARD,SOUTH,FASHION,1,237.32,220.41,14.02,15.08,7.59,,2023-03-11T18:30:00.000Z
CLI_0238,Alice Johnson,reconcile202@test.com,TXN_00133,ITM_008,8/12/2023,240.26,COMPLETED,DELIVERED,VIP,SOUTH,BOOKS,1,171.63,682.46,15.37,27.87,40.53,,2023-03-22T18:30:00.000Z
CLI_0005,Bob Wilson,reconcile203@test.com,TXN_00009,ITM_175,9/19/2023,840.28,COMPLETED,DELIVERED,STANDARD,SOUTH,BOOKS,6,63.18,767.49,65.99,19.29,13.86,,2023-09-18T18:30:00.000Z
CLI_0492,Alice Johnson,reconcile204@test.com,TXN_00901,ITM_105,7/12/2023,521.29,PENDING,IN_TRANSIT,PREMIUM,EAST,BOOKS,6,120.57,174.56,79.43,22.09,16.56,,2023-12-15T18:30:00.000Z
CLI_0060,Bob Wilson,reconcile205@test.com,TXN_00741,ITM_156,4/17/2023,192.65,FAILED,DELIVERED,VIP,EAST,ELECTRONICS,10,22.98,613.45,63.33,29.10,64.40,,2023-09-13T18:30:00.000Z
CLI_0397,Alice Johnson,reconcile206@test.com,TXN_00702,ITM_088,2/16/2023,212.59,COMPLETED,IN_TRANSIT,STANDARD,NORTH,HOME,9,308.75,120.14,65.92,22.72,5.70,,2023-01-06T18:30:00.000Z
CLI_0066,Bob Wilson,reconcile207@test.com,TXN_00044,ITM_178,1/20/2023,1014.63,PENDING,PENDING,STANDARD,EAST,BOOKS,5,113.43,717.21,90.87,24.41,57.15,,2023-08-06T18:30:00.000Z
CLI_0023,Bob Wilson,reconcile208@test.com,TXN_00384,ITM_179,8/16/2023,94.35,COMPLETED,PENDING,STANDARD,NORTH,BOOKS,4,299.77,241.73,34.59,5.59,37.20,,2023-10-08T18:30:00.000Z
CLI_0463,Alice Johnson,reconcile209@test.com,TXN_00831,ITM_135,10/25/2023,436.37,COMPLETED,IN_TRANSIT,VIP,EAST,ELECTRONICS,8,165.16,674.12,47.94,25.95,43.57,,2023-09-12T18:30:00.000Z
CLI_0394,Jane Doe,reconcile210@test.com,TXN_00776,ITM_121,4/17/2023,683.16,PENDING,IN_TRANSIT,PREMIUM,SOUTH,FASHION,6,158.75,742.24,96.60,15.34,42.38,Additional processing required,2023-11-02T18:30:00.000Z
CLI_0251,John Smith,reconcile211@test.com,TXN_00503,ITM_058,8/2/2023,88.12,COMPLETED,DELIVERED,STANDARD,SOUTH,HOME,6,68.21,478.04,53.64,8.07,57.78,,2023-08-16T18:30:00.000Z
CLI_0060,Bob Wilson,reconcile212@test.com,TXN_00357,ITM_073,12/13/2023,137.27,COMPLETED,DELIVERED,VIP,SOUTH,HOME,5,99.60,733.57,99.15,16.88,40.90,,2023-10-18T18:30:00.000Z
CLI_0362,Jane Doe,reconcile213@test.com,TXN_00881,ITM_180,10/9/2023,842.44,COMPLETED,PENDING,PREMIUM,EAST,FASHION,9,308.06,840.09,28.13,18.10,22.38,,2023-06-20T18:30:00.000Z
CLI_0408,John Smith,reconcile214@test.com,TXN_00567,ITM_132,1/19/2023,391.42,FAILED,DELIVERED,STANDARD,SOUTH,FASHION,2,141.43,665.25,98.12,18.48,35.26,Additional processing required,2023-06-10T18:30:00.000Z
CLI_0110,Jane Doe,reconcile215@test.com,TXN_00329,ITM_114,3/28/2023,1012.29,COMPLETED,DELIVERED,PREMIUM,WEST,HOME,3,298.19,666.12,86.09,25.75,47.17,,2023-11-12T18:30:00.000Z
CLI_0005,John Smith,reconcile216@test.com,TXN_00730,ITM_159,10/13/2023,796.37,PENDING,IN_TRANSIT,VIP,NORTH,ELECTRONICS,9,72.93,218.09,84.59,28.26,39.49,Additional processing required,2023-08-07T18:30:00.000Z
CLI_0298,Bob Wilson,reconcile217@test.com,TXN_00436,ITM_104,5/3/2023,709.81,FAILED,IN_TRANSIT,STANDARD,SOUTH,ELECTRONICS,1,261.95,130.32,88.78,10.28,41.00,,2023-06-10T18:30:00.000Z
CLI_0101,Alice Johnson,reconcile218@test.com,TXN_00854,ITM_182,4/8/2023,706.99,PENDING,DELIVERED,STANDARD,WEST,FASHION,10,302.03,322.50,39.91,11.84,6.29,,2023-09-12T18:30:00.000Z
CLI_0110,Bob Wilson,reconcile219@test.com,TXN_00381,ITM_186,12/19/2023,165.55,COMPLETED,PENDING,PREMIUM,SOUTH,HOME,1,81.58,771.93,99.23,20.38,18.84,,2023-10-19T18:30:00.000Z
CLI_0328,John Smith,reconcile220@test.com,TXN_00006,ITM_127,1/5/2023,644.05,PENDING,PENDING,VIP,NORTH,BOOKS,2,98.40,363.09,0.25,14.87,30.39,,2023-07-14T18:30:00.000Z
CLI_0135,Bob Wilson,reconcile221@test.com,TXN_00069,ITM_073,9/23/2023,153.77,PENDING,IN_TRANSIT,VIP,EAST,ELECTRONICS,3,301.74,855.05,87.58,26.92,9.37,,2023-11-21T18:30:00.000Z
CLI_0447,Alice Johnson,reconcile222@test.com,TXN_00959,ITM_141,11/28/2023,100.91,COMPLETED,IN_TRANSIT,STANDARD,NORTH,HOME,8,86.57,418.65,38.44,22.90,10.30,,2023-10-07T18:30:00.000Z
CLI_0303,John Smith,reconcile223@test.com,TXN_00835,ITM_053,4/19/2023,1012.63,COMPLETED,IN_TRANSIT,PREMIUM,SOUTH,BOOKS,6,282.35,846.38,87.37,10.95,54.61,,2023-01-10T18:30:00.000Z
CLI_0042,Bob Wilson,reconcile224@test.com,TXN_00792,ITM_200,3/18/2023,694.76,COMPLETED,IN_TRANSIT,VIP,NORTH,ELECTRONICS,1,278.20,666.34,73.34,19.33,20.31,,2023-07-03T18:30:00.000Z
CLI_0119,Alice Johnson,reconcile225@test.com,TXN_00867,ITM_182,11/20/2023,851.63,COMPLETED,PENDING,PREMIUM,SOUTH,HOME,7,118.78,642.09,19.66,15.28,55.00,,2023-06-23T18:30:00.000Z
CLI_0407,Bob Wilson,reconcile226@test.com,TXN_00159,ITM_163,12/14/2023,994.21,PENDING,DELIVERED,PREMIUM,SOUTH,BOOKS,6,144.59,664.16,27.56,8.55,33.64,,2023-03-21T18:30:00.000Z
CLI_0126,Jane Doe,reconcile227@test.com,TXN_00130,ITM_004,7/7/2023,1043.58,PENDING,IN_TRANSIT,VIP,SOUTH,ELECTRONICS,4,169.55,337.61,33.97,13.53,24.90,,2023-08-24T18:30:00.000Z
CLI_0446,Jane Doe,reconcile228@test.com,TXN_00426,ITM_162,7/14/2023,80.20,FAILED,IN_TRANSIT,PREMIUM,EAST,ELECTRONICS,9,174.25,870.80,83.36,23.65,55.66,Additional processing required,2023-11-13T18:30:00.000Z
CLI_0416,Alice Johnson,reconcile229@test.com,TXN_00453,ITM_126,10/13/2023,372.55,COMPLETED,DELIVERED,STANDARD,EAST,BOOKS,5,90.93,733.18,72.23,8.22,7.50,Additional processing required,2023-02-23T18:30:00.000Z
CLI_0255,Alice Johnson,reconcile230@test.com,TXN_00733,ITM_146,4/17/2023,518.86,COMPLETED,DELIVERED,PREMIUM,NORTH,BOOKS,1,237.54,624.74,58.52,18.60,63.67,,2023-10-03T18:30:00.000Z
