order_id,ord_id,customer_id,cust_id,order_date,order_datetime,product_id,item_id,quantity,qty,unit_price,price,total_amount,order_total,shipping_cost,tax,discount,status,order_status,payment_method,shipping_address,notes,tracking_number,,,,
ORD_00128,128,238,CUST_0238,4/25/2023,2023-09-07T00:03:00.000Z,PROD_063,169,6,1,381.48,177.7,103.43,160.02,0,14.82,0,pending,,paypal,9295 Pine Rd,,TRK279234,,,,
ORD_00129,129,457,CUST_0457,,2023-04-09T05:34:00.000Z,PROD_047,171,3,3,343.12,45.32,994.31,523.14,0,38.61,0,,delivered,credit_card,9796 Main St,,,,,,
ORD_00130,130,368,CUST_0368,07-09-2023,,PROD_001,43,6,3,321.83,339.6,971.89,150.43,12.91,21.11,26.38,pending,returned,cash,1673 Main St,,,,,,
ORD_00131,131,41,CUST_0041,,2023-02-26T20:50:00.000Z,PROD_132,75,2,2,439.93,304.82,677.03,100.72,6.35,13.17,0,pending,CANCELLED,cash,1650 Main St,,,,,,
ORD_00132,132,223,CUST_0223,11/25/2023,2023-03-23T03:57:00.000Z,PROD_145,197,10,2,338.47,21.59,893.84,663.22,20.58,22.32,23.52,processing,delivered,credit_card,93 Oak Ave,,TRK382171,,,,
ORD_00133,133,342,CUST_0342,11-07-2023,2023-05-13T07:52:00.000Z,PROD_113,44,6,5,301.78,212.84,751.35,337.79,10.44,40.51,0,delivered,pending,paypal,5499 Oak Ave,Special delivery instructions,TRK544771,,,,
ORD_00134,134,421,CUST_0421,9/27/2023,2023-11-24T03:06:00.000Z,PROD_042,177,2,4,472.52,290.41,293.36,404.52,11.5,4.31,0.71,CANCELLED,CANCELLED,bank_transfer,6379 Main St,,TRK570536,,,,
ORD_00135,135,173,CUST_0173,24-02-2023,,PROD_104,102,9,2,264.24,215.33,957.35,512.04,8.35,25.41,0,returned,returned,cash,738 Oak Ave,,,,,,
ORD_00136,136,423,CUST_0423,20-08-2023,2023-11-15T06:59:00.000Z,PROD_069,92,3,4,236.26,300.05,247.22,362.48,0,41.12,0,processing,processing,debit_card,8629 Oak Ave,,TRK792912,,,,
ORD_00137,137,299,CUST_0299,07-07-2023,2023-08-23T01:02:00.000Z,PROD_123,192,3,3,197.83,161.78,431.54,711.57,13.24,10.77,0,pending,,debit_card,5097 Oak Ave,Special delivery instructions,,,,,
ORD_00138,138,248,CUST_0248,6/21/2023,2023-01-27T11:39:00.000Z,PROD_053,33,4,2,178.39,252.22,239.73,277.75,0,27.73,0,returned,returned,credit_card,5119 Oak Ave,,,,,,
ORD_00139,139,436,CUST_0436,04-04-2023,2023-04-16T23:46:00.000Z,PROD_142,200,8,2,480.46,278.16,175.7,737.53,19.26,30.25,0,,delivered,credit_card,3339 Main St,,TRK162363,,,,
ORD_00140,140,170,CUST_0170,02-04-2023,2023-10-22T16:32:00.000Z,PROD_100,181,7,5,238.85,118.81,568.85,452.47,20.15,31.63,0,returned,pending,bank_transfer,6 Main St,,TRK446826,,,,
ORD_00141,141,480,CUST_0480,,2023-10-14T23:37:00.000Z,PROD_010,27,4,3,105.5,193.93,994.63,833.94,8.75,48.95,0,delivered,processing,credit_card,1788 Pine Rd,,TRK324843,,,,
ORD_00142,142,208,CUST_0208,11/25/2023,,PROD_200,162,5,1,212.68,218.93,410.3,417.97,8.56,20.18,0,returned,processing,bank_transfer,9750 Pine Rd,,TRK699975,,,,
ORD_00143,143,19,CUST_0019,19-03-2023,2023-10-03T19:27:00.000Z,PROD_138,112,8,2,489.5,389.52,733.63,311.98,17.95,51.24,30.77,pending,pending,cash,2241 Main St,,,,,,
ORD_00144,144,35,CUST_0035,05-08-2023,2023-09-06T14:16:00.000Z,PROD_018,94,2,2,368.19,347.5,989.49,711.87,24.9,41.05,0,processing,CANCELLED,paypal,2602 Pine Rd,,TRK786729,,,,
ORD_00145,145,22,CUST_0022,23-04-2023,,PROD_120,99,6,5,33.38,54.9,914.08,607.15,22.21,28.49,0,SHIPPED,returned,debit_card,3138 Oak Ave,,,,,,
ORD_00146,146,251,CUST_0251,10/28/2023,,PROD_171,41,5,1,157.26,346.02,308.43,146.27,24.99,32.11,0,,CANCELLED,debit_card,2164 Main St,Special delivery instructions,TRK646940,,,,
ORD_00147,147,293,CUST_0293,1/23/2023,2023-01-16T19:57:00.000Z,PROD_187,152,6,2,48.84,55.43,663.43,733.71,15.64,25.53,0,CANCELLED,,cash,7316 Main St,Special delivery instructions,TRK224021,,,,
ORD_00148,148,65,CUST_0065,03-01-2023,,PROD_061,200,2,5,211.88,123.82,726.03,402.44,9.69,11.75,0,processing,returned,debit_card,1075 Oak Ave,,TRK929842,,,,
ORD_00149,149,158,CUST_0158,05-09-2023,2023-02-18T15:31:00.000Z,PROD_200,21,5,5,97.71,405.94,765.14,247.11,14.67,35.89,0,returned,processing,bank_transfer,2217 Pine Rd,,TRK114352,,,,
ORD_00150,150,460,CUST_0460,06-09-2023,2023-03-05T07:51:00.000Z,PROD_141,132,4,4,224.48,392.56,133.12,428.36,0,15.88,0,SHIPPED,SHIPPED,credit_card,8467 Pine Rd,Special delivery instructions,TRK170639,,,,
ORD_00151,151,262,CUST_0262,15-11-2023,,PROD_131,168,3,3,431.71,52.9,900.68,638.96,14.08,49.44,0,pending,delivered,paypal,7656 Oak Ave,,,,,,
ORD_00152,152,18,CUST_0018,5/23/2023,2023-03-02T19:52:00.000Z,PROD_134,179,1,4,291.32,159.37,481.04,696.64,20.06,26.77,14.19,pending,processing,cash,4635 Pine Rd,,TRK704388,,,,
ORD_00153,153,47,CUST_0047,1/24/2023,2023-07-24T22:18:00.000Z,PROD_057,93,5,3,121.05,399.24,759.68,510.21,21.22,45.95,0,pending,returned,credit_card,8071 Oak Ave,,,,,,
ORD_00154,154,244,CUST_0244,26-06-2023,2023-09-25T18:16:00.000Z,PROD_187,76,5,3,267.44,71.38,382.19,378.28,23.24,30.67,19.77,pending,returned,debit_card,1725 Main St,Special delivery instructions,TRK402518,,,,
ORD_00155,155,367,CUST_0367,12-03-2023,2023-10-09T23:43:00.000Z,PROD_041,185,2,5,341.88,363.05,1014.86,211.03,0,12.53,41.55,,CANCELLED,cash,513 Oak Ave,Special delivery instructions,TRK846901,,,,
ORD_00156,156,392,CUST_0392,12/22/2023,2023-12-05T19:02:00.000Z,PROD_002,113,10,5,208.55,379.23,884.31,602.6,0,48.32,0,CANCELLED,processing,paypal,2046 Pine Rd,Special delivery instructions,,,,,
ORD_00157,157,198,CUST_0198,11-07-2023,2023-06-05T07:38:00.000Z,PROD_180,32,9,3,186.74,194.41,76.79,358.28,10.34,39.78,0,delivered,processing,bank_transfer,4586 Oak Ave,,TRK927702,,,,
ORD_00158,158,454,CUST_0454,3/21/2023,2023-12-21T01:57:00.000Z,PROD_134,16,7,5,320.22,52.28,438.25,486.32,14.45,12.62,48.06,pending,delivered,credit_card,467 Main St,,TRK152375,,,,
ORD_00159,159,21,CUST_0021,01-10-2023,2023-08-24T08:28:00.000Z,PROD_163,85,8,1,398.6,206.79,921.71,100.46,20.54,48.09,0,delivered,,debit_card,2974 Pine Rd,,TRK379384,,,,
ORD_00160,160,59,CUST_0059,6/24/2023,2023-02-03T19:32:00.000Z,PROD_154,37,7,2,418.73,387.42,674.7,486.87,22.35,28.8,0,CANCELLED,CANCELLED,debit_card,998 Main St,,,,,,
ORD_00161,161,469,CUST_0469,7/17/2023,,PROD_110,45,1,1,486.11,330.52,690.32,822.31,16.63,17.31,0,pending,returned,cash,3590 Pine Rd,,TRK784263,,,,
ORD_00162,162,18,CUST_0018,8/19/2023,2023-09-02T09:06:00.000Z,PROD_019,33,10,1,432.72,327.99,321.24,694.99,13.56,14.07,35.77,returned,CANCELLED,paypal,1796 Oak Ave,,TRK207751,,,,
ORD_00163,163,44,CUST_0044,08-09-2023,2023-10-12T05:52:00.000Z,PROD_071,135,8,4,509.62,23.92,836.5,765.11,19.06,28.71,0,processing,SHIPPED,paypal,6291 Main St,,,,,,
ORD_00164,164,278,CUST_0278,,2023-11-28T07:56:00.000Z,PROD_054,131,8,2,269.32,94.1,955.5,139.56,16.85,20.52,0,CANCELLED,delivered,bank_transfer,4510 Oak Ave,,TRK725851,,,,
ORD_00165,165,455,CUST_0455,,,PROD_133,105,2,4,357.12,398.56,885.51,161.33,0,21.26,0,processing,processing,debit_card,3888 Pine Rd,,TRK866459,,,,
ORD_00166,166,366,CUST_0366,10/25/2023,2023-10-18T23:23:00.000Z,PROD_141,142,5,2,273.7,220.75,694.99,763.7,23.68,23.26,28.17,SHIPPED,CANCELLED,cash,8937 Oak Ave,Special delivery instructions,TRK902796,,,,
ORD_00167,167,11,CUST_0011,06-11-2023,2023-07-12T00:24:00.000Z,PROD_091,63,5,1,314.99,334.86,727.14,352.67,0,7.8,31.18,SHIPPED,pending,cash,4213 Main St,,TRK503088,,,,
ORD_00168,168,481,CUST_0481,1/13/2023,,PROD_144,41,5,1,40.9,105,507.46,265.13,0,20.2,0,CANCELLED,processing,debit_card,145 Pine Rd,,TRK680111,,,,
ORD_00169,169,468,CUST_0468,01-06-2023,2023-08-02T04:54:00.000Z,PROD_176,98,8,1,282.98,162.57,185.47,200.33,9.47,11.93,0,,delivered,bank_transfer,7193 Pine Rd,,TRK581036,,,,
ORD_00170,170,499,CUST_0499,8/18/2023,2023-12-03T09:52:00.000Z,PROD_046,148,2,2,400.36,43.96,578.38,599.41,19.27,10.46,0,returned,CANCELLED,debit_card,7968 Oak Ave,,,,,,
ORD_00171,171,355,CUST_0355,10-01-2023,2023-01-11T01:48:00.000Z,PROD_172,55,3,4,440.06,267.17,289.76,441.59,16.64,45.17,0,,processing,credit_card,6228 Main St,,,,,,
ORD_00172,172,69,CUST_0069,,2023-06-27T23:42:00.000Z,PROD_060,46,4,5,409.51,180.9,983.56,416.79,21.13,10.53,5.56,delivered,delivered,cash,3903 Main St,,,,,,
ORD_00173,173,139,CUST_0139,12-11-2023,2023-02-26T06:55:00.000Z,PROD_119,60,4,5,68.59,389.05,269.71,733.51,23.08,45.21,0,processing,SHIPPED,bank_transfer,4336 Oak Ave,,TRK627112,,,,
ORD_00174,174,440,CUST_0440,7/13/2023,2023-11-15T04:53:00.000Z,PROD_199,107,8,4,29.68,53.84,661.52,788.66,0,18.78,6.83,CANCELLED,processing,bank_transfer,8510 Pine Rd,,TRK314428,,,,
ORD_00175,175,34,CUST_0034,19-02-2023,2023-08-05T17:01:00.000Z,PROD_048,129,4,4,412.88,303.03,424.25,564.93,7.2,41.79,0,returned,processing,cash,5809 Pine Rd,Special delivery instructions,TRK536882,,,,
ORD_00176,176,59,CUST_0059,06-10-2023,2023-02-18T11:09:00.000Z,PROD_182,5,4,5,350.34,15.55,346.9,427.25,20.2,21.63,0,SHIPPED,delivered,bank_transfer,5179 Main St,,TRK640265,,,,
ORD_00177,177,258,CUST_0258,01-10-2023,2023-03-02T20:32:00.000Z,PROD_196,138,4,4,62.13,31.53,592.59,648.18,0,2.49,5.91,returned,pending,paypal,3659 Pine Rd,,,,,,
ORD_00178,178,117,CUST_0117,24-03-2023,2023-01-06T07:57:00.000Z,PROD_037,136,5,5,301.99,160.13,82.22,462.17,6.37,13.53,0,SHIPPED,processing,debit_card,8655 Pine Rd,,,,,,
ORD_00179,179,188,CUST_0188,12/21/2023,2023-01-17T17:05:00.000Z,PROD_096,82,4,2,213.91,342.09,123.43,311.23,14.82,12.83,45.23,CANCELLED,CANCELLED,credit_card,3768 Main St,,,,,,
ORD_00180,180,494,CUST_0494,04-03-2023,2023-09-17T00:32:00.000Z,PROD_088,163,9,3,278.76,212.41,627.81,538.47,0,40.51,28.06,CANCELLED,CANCELLED,debit_card,8186 Pine Rd,,TRK940718,,,,
ORD_00181,181,42,CUST_0042,12/21/2023,,PROD_148,164,5,5,103.11,340.63,538.16,490.96,19.55,3.85,46.65,SHIPPED,pending,paypal,8799 Pine Rd,,TRK409602,,,,
ORD_00182,182,119,CUST_0119,04-03-2023,,PROD_125,21,8,4,381.25,41.45,485.63,215.49,0,6.41,46.34,CANCELLED,pending,cash,5760 Oak Ave,Special delivery instructions,TRK481410,,,,
ORD_00183,183,317,CUST_0317,10/20/2023,2023-12-03T21:35:00.000Z,PROD_171,80,5,1,220.45,152.72,869.33,519.14,0,36.16,12.66,CANCELLED,pending,debit_card,7419 Pine Rd,,TRK174169,,,,
ORD_00184,184,421,CUST_0421,11-04-2023,,PROD_055,53,10,2,112.52,358.8,439.99,202.87,6.06,9.03,36.27,SHIPPED,delivered,credit_card,8360 Pine Rd,,,,,,
ORD_00185,185,378,CUST_0378,,,PROD_149,175,6,2,22.86,66.88,475.95,233.37,24.26,46.27,20.03,delivered,SHIPPED,bank_transfer,7406 Pine Rd,,TRK890697,,,,
ORD_00186,186,304,CUST_0304,03-10-2023,2023-09-19T20:31:00.000Z,PROD_106,198,5,1,82.57,109.24,551.36,74.58,22.93,5.58,21.47,pending,returned,bank_transfer,7569 Pine Rd,Special delivery instructions,,,,,
ORD_00187,187,256,CUST_0256,17-04-2023,2023-11-26T21:16:00.000Z,PROD_006,35,9,3,97.76,71.27,276.55,643.2,8.11,20.31,7.98,CANCELLED,pending,paypal,5303 Main St,,TRK381622,,,,
ORD_00188,188,342,CUST_0342,14-01-2023,2023-03-27T10:20:00.000Z,PROD_013,116,9,5,120.61,145.19,762.93,709.61,0,16.44,6.59,delivered,returned,debit_card,9233 Pine Rd,,,,,,
ORD_00189,189,222,CUST_0222,4/21/2023,2023-01-18T20:49:00.000Z,PROD_152,138,2,5,283.97,93.74,351.77,449.21,0,3.11,0,delivered,pending,credit_card,7337 Oak Ave,,TRK463004,,,,
ORD_00190,190,31,CUST_0031,4/16/2023,2023-07-23T15:29:00.000Z,PROD_143,74,10,2,240,294.81,806.13,267.31,0,39.38,30.84,delivered,,credit_card,9573 Oak Ave,Special delivery instructions,TRK827559,,,,
ORD_00191,191,153,CUST_0153,,2023-04-19T06:08:00.000Z,PROD_128,127,7,4,252.08,86.38,642.09,64.4,8.97,29.25,0,pending,,cash,9494 Oak Ave,Special delivery instructions,TRK355821,,,,
ORD_00192,192,134,CUST_0134,12-09-2023,2023-11-21T15:33:00.000Z,PROD_079,135,10,2,321.61,405.52,837.87,815.84,19.33,15.81,38.57,SHIPPED,pending,paypal,7491 Pine Rd,,,,,,
ORD_00193,193,95,CUST_0095,,,PROD_046,100,3,1,424.44,24.18,86.32,598.75,5.37,10.48,49.71,,returned,bank_transfer,8119 Pine Rd,Special delivery instructions,TRK686037,,,,
ORD_00194,194,235,CUST_0235,11-01-2023,2023-05-21T20:51:00.000Z,PROD_101,133,5,3,453.06,31.46,441.43,744.15,16.27,27.16,0,returned,returned,paypal,6513 Oak Ave,,TRK877202,,,,
ORD_00195,195,376,CUST_0376,05-10-2023,2023-08-21T01:02:00.000Z,PROD_174,4,1,4,195.87,82.52,84.51,163.87,0,19.51,0,returned,,debit_card,9335 Pine Rd,,,,,,
ORD_00196,196,497,CUST_0497,16-06-2023,2023-09-14T04:15:00.000Z,PROD_007,191,3,4,338.91,119.53,257.1,201.83,7.08,18.77,0,pending,processing,debit_card,3568 Oak Ave,,TRK756876,,,,
ORD_00197,197,392,CUST_0392,22-05-2023,,PROD_118,200,7,1,182.36,184.15,745.72,192.07,8.79,26.55,45.02,SHIPPED,delivered,paypal,7502 Pine Rd,,TRK576955,,,,
ORD_00198,198,43,CUST_0043,19-01-2023,2023-01-31T20:39:00.000Z,PROD_097,16,7,4,26.38,18.89,1008.98,246.68,0,37.78,0,,delivered,bank_transfer,1124 Pine Rd,Special delivery instructions,TRK957436,,,,
ORD_00199,199,96,CUST_0096,8/19/2023,2023-01-27T13:26:00.000Z,PROD_181,165,9,2,508.49,119.45,383.5,458.92,0,49.82,0,returned,CANCELLED,bank_transfer,1146 Main St,,TRK847703,,,,
ORD_00200,200,437,CUST_0437,06-06-2023,2023-03-06T19:33:00.000Z,PROD_092,125,7,3,432.46,104.85,543.05,629.29,13.61,49.84,7.52,,returned,paypal,4095 Pine Rd,,TRK365054,,,,
ORD_00201,201,380,CUST_0380,05-12-2023,,PROD_028,12,4,2,265.7,40.04,924.37,524.97,19.71,37.68,0,CANCELLED,delivered,debit_card,4366 Pine Rd,,TRK333423,,,,
ORD_00202,202,87,CUST_0087,09-05-2023,,PROD_033,126,8,5,309.48,132.68,649.19,192.22,20.81,12.98,6,,CANCELLED,debit_card,5809 Main St,,TRK174382,,,,
ORD_00203,203,69,CUST_0069,,2023-09-26T22:29:00.000Z,PROD_033,126,8,2,485.72,122.17,383.48,228.99,21.99,18.34,0,,SHIPPED,paypal,5305 Oak Ave,,,,,,
ORD_00204,204,205,CUST_0205,21-05-2023,2023-03-28T08:27:00.000Z,PROD_174,49,6,1,155.54,310.86,693.76,247.43,0,8.36,0,pending,delivered,cash,5871 Pine Rd,Special delivery instructions,,,,,
ORD_00205,205,19,CUST_0019,13-10-2023,2023-03-05T14:41:00.000Z,PROD_098,17,2,2,308.05,78.87,692.91,599.99,15.48,33.57,0,processing,,cash,5700 Main St,Special delivery instructions,TRK113532,,,,
ORD_00206,206,97,CUST_0097,11-12-2023,2023-08-24T17:36:00.000Z,PROD_112,126,6,1,349.95,380.74,499.78,783.15,0,4.55,0,returned,processing,debit_card,5255 Pine Rd,,TRK631671,,,,
ORD_00207,207,349,CUST_0349,11-08-2023,2023-08-17T21:17:00.000Z,PROD_024,171,10,4,479.36,98.02,848.57,533.9,13.62,33.4,0,returned,CANCELLED,cash,5749 Main St,,,,,,
ORD_00208,208,69,CUST_0069,04-02-2023,2023-12-17T01:48:00.000Z,PROD_096,138,10,4,269.1,45.48,259.07,175.98,22.25,33.58,29.38,returned,CANCELLED,bank_transfer,4005 Main St,,TRK622808,,,,
ORD_00209,209,414,CUST_0414,24-12-2023,2023-04-21T09:24:00.000Z,PROD_086,89,7,5,247.28,385.41,969.22,712.72,11.13,37.32,46.66,CANCELLED,processing,bank_transfer,6149 Pine Rd,,TRK204616,,,,
ORD_00210,210,261,CUST_0261,,2023-03-11T00:30:00.000Z,PROD_099,160,2,2,471.93,164.25,794.48,151.22,15.65,12.57,0,processing,SHIPPED,debit_card,8877 Pine Rd,,,,,,
ORD_00211,211,448,CUST_0448,15-04-2023,2023-07-27T22:05:00.000Z,PROD_011,38,1,3,31.53,40.7,688.93,288.29,21.98,16.6,0,CANCELLED,processing,paypal,8191 Oak Ave,,TRK182688,,,,
ORD_00212,212,38,CUST_0038,06-05-2023,,PROD_147,171,9,4,329.08,40.12,117.77,111.42,22.02,34.51,15.85,SHIPPED,,debit_card,9678 Oak Ave,,TRK208492,,,,
ORD_00213,213,248,CUST_0248,,,PROD_195,95,3,4,262.61,155.54,554.2,820.32,0,44.83,39.72,pending,returned,cash,8579 Oak Ave,Special delivery instructions,TRK917320,,,,
ORD_00214,214,482,CUST_0482,31-05-2023,2023-04-17T14:15:00.000Z,PROD_003,59,3,1,479.41,316.91,369.25,222.82,0,31.73,0,delivered,returned,bank_transfer,2109 Pine Rd,,,,,,
ORD_00215,215,428,CUST_0428,16-08-2023,2023-08-12T19:18:00.000Z,PROD_168,14,1,1,402.32,101.56,872.22,268.23,21.26,12.66,0,CANCELLED,pending,debit_card,7952 Oak Ave,,TRK860197,,,,
ORD_00216,216,261,CUST_0261,11/15/2023,2023-11-11T09:42:00.000Z,PROD_039,13,7,4,395.5,90.95,855.66,548.83,21.02,10.7,0,SHIPPED,processing,paypal,9723 Oak Ave,,TRK744598,,,,
ORD_00217,217,368,CUST_0368,10-11-2023,2023-08-02T12:01:00.000Z,PROD_161,55,5,3,312.66,58.95,602.44,416.59,17.54,15.12,0,pending,delivered,debit_card,6201 Pine Rd,Special delivery instructions,,,,,
ORD_00218,218,474,CUST_0474,06-07-2023,,PROD_029,8,2,1,175.94,34.65,526.3,399.13,0,46.98,12.16,pending,,bank_transfer,9114 Main St,,TRK454753,,,,
ORD_00219,219,148,CUST_0148,12-12-2023,2023-11-30T19:12:00.000Z,PROD_119,113,9,3,371.68,211.74,53.61,474.52,11.69,4.95,0,processing,processing,debit_card,4292 Main St,,TRK225571,,,,
ORD_00220,220,119,CUST_0119,11-09-2023,2023-12-08T08:15:00.000Z,PROD_097,167,2,5,24.81,25.71,566.02,591.36,12.85,50.65,0,processing,,bank_transfer,5571 Pine Rd,,,,,,
ORD_00221,221,157,CUST_0157,7/19/2023,2023-10-02T10:54:00.000Z,PROD_038,176,10,3,232.6,80.37,220.15,816.73,0,40.16,0,pending,pending,credit_card,1034 Main St,,,,,,
ORD_00222,222,285,CUST_0285,,,PROD_145,42,3,4,491.68,41.85,216.29,328.55,0,26.28,0,SHIPPED,delivered,debit_card,4252 Oak Ave,,TRK681345,,,,
ORD_00223,223,356,CUST_0356,01-03-2023,,PROD_141,39,5,3,281.8,357.03,261.46,380.69,11.37,5.41,0,,returned,cash,9150 Oak Ave,,TRK715935,,,,
ORD_00224,224,182,CUST_0182,1/23/2023,2023-08-05T00:15:00.000Z,PROD_078,91,8,1,353.86,107.01,262.34,360.43,16.69,24.14,0,returned,SHIPPED,cash,1757 Oak Ave,,,,,,
ORD_00225,225,131,CUST_0131,07-04-2023,2023-12-08T15:00:00.000Z,PROD_182,10,4,1,457.43,330.72,1011.12,830.57,6.66,19.43,47.1,processing,processing,debit_card,1475 Oak Ave,,,,,,
ORD_00226,226,271,CUST_0271,11-05-2023,,PROD_110,111,6,2,343.89,97.99,159.3,164.32,0,21.97,0,processing,,credit_card,7868 Pine Rd,Special delivery instructions,TRK402972,,,,
ORD_00227,227,241,CUST_0241,2/28/2023,2023-02-07T19:57:00.000Z,PROD_151,38,1,4,232.77,310.29,541.79,334.59,10.24,43.84,0,pending,delivered,debit_card,6599 Pine Rd,Special delivery instructions,TRK385343,,,,
ORD_00228,228,104,CUST_0104,02-11-2023,2023-08-19T07:23:00.000Z,PROD_019,134,8,1,429.13,94.02,123.94,401.21,14.55,17.97,0,CANCELLED,delivered,cash,6647 Main St,Special delivery instructions,TRK850264,,,,
ORD_00229,229,398,CUST_0398,05-12-2023,2023-01-02T20:00:00.000Z,PROD_086,114,10,1,302.09,257.44,806.7,237.49,20.77,47.95,0,SHIPPED,,debit_card,103 Pine Rd,Special delivery instructions,,,,,
ORD_00230,230,234,CUST_0234,03-07-2023,2023-06-25T21:17:00.000Z,PROD_150,148,10,3,60.58,185.26,614.74,210.14,10.36,15.99,0,pending,,bank_transfer,5045 Oak Ave,Special delivery instructions,,,,,
ORD_00231,231,490,CUST_0490,,2023-11-22T03:47:00.000Z,PROD_091,175,2,1,267.98,38,850.14,452.73,8.89,17.45,0.19,SHIPPED,SHIPPED,paypal,7148 Oak Ave,,TRK910151,,,,
ORD_00232,232,198,CUST_0198,7/27/2023,2023-02-08T03:39:00.000Z,PROD_128,78,9,5,466.16,257.66,734.29,824.9,6.58,39.14,0,processing,processing,paypal,8504 Oak Ave,,TRK874107,,,,
ORD_00233,233,88,CUST_0088,3/21/2023,2023-04-02T23:13:00.000Z,PROD_160,153,3,2,318.34,193.13,694.01,346.01,23.2,50.72,0,SHIPPED,delivered,bank_transfer,8471 Pine Rd,,,,,,
ORD_00234,234,287,CUST_0287,2/26/2023,,PROD_175,53,2,4,373.8,338.45,122.15,550.03,16.18,25.13,0,,delivered,paypal,8938 Main St,Special delivery instructions,TRK645086,,,,
ORD_00235,235,26,CUST_0026,6/24/2023,2023-07-03T13:22:00.000Z,PROD_046,64,4,5,245.65,60.24,862.23,671.39,14.22,35.14,0,returned,SHIPPED,credit_card,8462 Oak Ave,,,,,,
ORD_00236,236,62,CUST_0062,18-02-2023,2023-04-19T22:46:00.000Z,PROD_158,99,4,5,116.14,134.38,944.85,527.45,6.34,37.81,0,pending,pending,bank_transfer,772 Pine Rd,,TRK203737,,,,
ORD_00237,237,253,CUST_0253,10/15/2023,2023-12-15T19:51:00.000Z,PROD_037,54,2,3,228.51,154.25,320.77,813.99,0,15.23,0,processing,SHIPPED,paypal,7529 Oak Ave,,TRK609295,,,,
ORD_00238,238,285,CUST_0285,3/19/2023,2023-03-08T09:27:00.000Z,PROD_028,8,5,3,376.42,243.62,727.21,767.82,0,10.21,0,pending,pending,debit_card,1211 Main St,,TRK211376,,,,
ORD_00239,239,275,CUST_0275,09-10-2023,2023-04-23T07:38:00.000Z,PROD_014,139,2,5,272.59,293.32,532.35,742.86,23.75,18.62,0,returned,processing,bank_transfer,3501 Oak Ave,Special delivery instructions,TRK123923,,,,
ORD_00240,240,14,CUST_0014,,2023-12-25T10:16:00.000Z,PROD_116,104,3,3,474.94,238.11,289.21,244.42,23.05,24.06,30.57,processing,delivered,cash,6020 Oak Ave,,,,,,
ORD_00241,241,381,CUST_0381,01-08-2023,,PROD_069,153,9,1,480.31,15.31,384.32,735.2,12.19,7.72,0,CANCELLED,processing,credit_card,7255 Main St,,TRK449355,,,,
ORD_00242,242,445,CUST_0445,,,PROD_056,35,5,5,487.61,301.58,692.15,837.57,0,49,0,,CANCELLED,bank_transfer,8808 Pine Rd,Special delivery instructions,,,,,
ORD_00243,243,394,CUST_0394,22-12-2023,2023-04-03T21:30:00.000Z,PROD_047,16,7,3,403.67,325.39,368.38,137.84,23.43,36.85,0,delivered,CANCELLED,credit_card,7776 Main St,,TRK364000,,,,
ORD_00244,244,95,CUST_0095,7/23/2023,2023-08-11T11:36:00.000Z,PROD_098,182,5,5,184.17,359.36,1024.19,252.75,8.51,31.28,20.48,,delivered,bank_transfer,7430 Pine Rd,Special delivery instructions,TRK419449,,,,
ORD_00245,245,318,CUST_0318,03-06-2023,2023-02-10T11:07:00.000Z,PROD_113,190,7,3,172.43,116.17,590.74,642.5,0,31.93,13.23,SHIPPED,CANCELLED,credit_card,1730 Pine Rd,,TRK777777,,,,
ORD_00246,246,370,CUST_0370,07-09-2023,2023-10-02T04:54:00.000Z,PROD_173,171,8,5,431.11,363.3,906.7,442.98,0,47.29,0,processing,delivered,debit_card,2117 Oak Ave,,TRK291185,,,,
ORD_00247,247,321,CUST_0321,03-08-2023,2023-12-26T20:06:00.000Z,PROD_168,115,5,1,331.33,209.58,434.83,439.76,0,15.5,0,processing,CANCELLED,debit_card,4055 Main St,,,,,,
ORD_00248,248,342,CUST_0342,9/24/2023,2023-07-07T13:41:00.000Z,PROD_140,53,7,2,236.92,253.81,157.02,61.79,8.25,29.09,0,SHIPPED,SHIPPED,bank_transfer,8762 Main St,,TRK657479,,,,
ORD_00249,249,85,CUST_0085,01-12-2023,2023-01-19T07:09:00.000Z,PROD_107,70,10,5,261.21,268.44,694.17,825.09,22.51,35.78,0,returned,SHIPPED,bank_transfer,8514 Main St,,,,,,
ORD_00250,250,326,CUST_0326,1/17/2023,2023-03-01T01:55:00.000Z,PROD_016,27,3,2,65.8,207.99,401.1,128.47,17.3,2.09,0,CANCELLED,pending,debit_card,1110 Oak Ave,,TRK299712,,,,
ORD_00251,251,219,CUST_0219,14-12-2023,2023-12-24T08:42:00.000Z,PROD_168,48,7,1,238.41,401.07,981.8,239.66,18.27,34.15,0,delivered,returned,debit_card,9849 Oak Ave,,TRK953655,,,,
ORD_00252,252,476,CUST_0476,,2023-11-06T08:00:00.000Z,PROD_188,157,4,1,96.67,281.47,534.57,674.72,23.32,36.35,0,,delivered,credit_card,4155 Oak Ave,,,,,,
ORD_00253,253,321,CUST_0321,17-12-2023,2023-03-27T00:37:00.000Z,PROD_047,121,3,4,252.98,318.26,478.98,420.94,17.78,13.93,39.04,returned,processing,paypal,5595 Pine Rd,,TRK902790,,,,
ORD_00254,254,93,CUST_0093,08-01-2023,2023-05-09T05:31:00.000Z,PROD_182,81,6,1,218.45,126.76,786.28,797.83,10.36,50.99,0,CANCELLED,CANCELLED,cash,5038 Oak Ave,,,,,,
